epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,66.3453,0,17.3045,0,0,0,0,0,0,19.0113,0,0.001109,0.001109,0.001109
47,67.5567,0,17.1864,0,0,0,0,0,0,19.0113,0,0.0010892,0.0010892,0.0010892
48,68.7588,0,17.0286,0,0,0,0,0,0,18.9242,0,0.0010694,0.0010694,0.0010694
49,69.9246,0,16.9237,0,0,0,0,0,0,18.9242,0,0.0010496,0.0010496,0.0010496
50,71.1214,0,16.7781,0,0,0,0,0,0,18.7697,0,0.0010298,0.0010298,0.0010298
51,72.299,0,16.6105,0,0,0,0,0,0,18.7697,0,0.00101,0.00101,0.00101
52,73.5128,0,16.6091,0,0,0,0,0,0,18.7664,0,0.0009902,0.0009902,0.0009902
53,74.7005,0,16.2689,0,0,0,0,0,0,18.7664,0,0.0009704,0.0009704,0.0009704
54,76.4197,0,16.3066,0,0,0,0,0,0,18.4599,0,0.0009506,0.0009506,0.0009506
55,77.7307,0,15.9866,0,0,0,0,0,0,18.4599,0,0.0009308,0.0009308,0.0009308
56,78.976,0,15.9966,0,0,0,0,0,0,18.4599,0,0.000911,0.000911,0.000911
57,80.2199,0,15.8049,0,0,0,0,0,0,18.1201,0,0.0008912,0.0008912,0.0008912
58,81.4191,0,15.7148,0,0,0,0,0,0,18.1201,0,0.0008714,0.0008714,0.0008714
59,82.6685,0,15.5494,0,0,0,0,0,0,17.7939,0,0.0008516,0.0008516,0.0008516
60,84.028,0,15.6268,0,0,0,0,0,0,17.7939,0,0.0008318,0.0008318,0.0008318
61,85.4597,0,15.3961,0,0,0,0,0,0,17.5837,0,0.000812,0.000812,0.000812
62,86.7584,0,15.2837,0,0,0,0,0,0,17.5837,0,0.0007922,0.0007922,0.0007922
63,89.2161,0,15.271,0,0,0,0,0,0,17.3932,0,0.0007724,0.0007724,0.0007724
64,90.6587,0,15.1162,0,0,0,0,0,0,17.3932,0,0.0007526,0.0007526,0.0007526
65,92.2881,0,15.1107,0,0,0,0,0,0,17.2481,0,0.0007328,0.0007328,0.0007328
66,93.9271,0,14.9235,0,0,0,0,0,0,17.2481,0,0.000713,0.000713,0.000713
67,95.63,0,14.8759,0,0,0,0,0,0,17.2481,0,0.0006932,0.0006932,0.0006932
68,97.1782,0,14.7567,0,0,0,0,0,0,17.2427,0,0.0006734,0.0006734,0.0006734
69,99.0441,0,14.8305,0,0,0,0,0,0,17.2427,0,0.0006536,0.0006536,0.0006536
70,100.596,0,14.6437,0,0,0,0,0,0,17.2034,0,0.0006338,0.0006338,0.0006338
71,102.054,0,14.5435,0,0,0,0,0,0,17.2034,0,0.000614,0.000614,0.000614
72,103.415,0,14.4777,0,0,0,0,0,0,17.0855,0,0.0005942,0.0005942,0.0005942
73,104.781,0,14.4085,0,0,0,0,0,0,17.0855,0,0.0005744,0.0005744,0.0005744
74,106.146,0,14.5102,0,0,0,0,0,0,16.9238,0,0.0005546,0.0005546,0.0005546
75,107.382,0,14.2668,0,0,0,0,0,0,16.9238,0,0.0005348,0.0005348,0.0005348
76,108.651,0,14.2469,0,0,0,0,0,0,16.7118,0,0.000515,0.000515,0.000515
77,109.884,0,14.0619,0,0,0,0,0,0,16.7118,0,0.0004952,0.0004952,0.0004952
78,111.215,0,14.1249,0,0,0,0,0,0,16.7118,0,0.0004754,0.0004754,0.0004754
79,112.645,0,14.025,0,0,0,0,0,0,16.5268,0,0.0004556,0.0004556,0.0004556
80,113.881,0,13.9769,0,0,0,0,0,0,16.5268,0,0.0004358,0.0004358,0.0004358
81,115.12,0,13.9758,0,0,0,0,0,0,16.4331,0,0.000416,0.000416,0.000416
82,116.363,0,13.9128,0,0,0,0,0,0,16.4331,0,0.0003962,0.0003962,0.0003962
83,117.807,0,13.8942,0,0,0,0,0,0,16.2605,0,0.0003764,0.0003764,0.0003764
84,119.421,0,13.8243,0,0,0,0,0,0,16.2605,0,0.0003566,0.0003566,0.0003566
85,121.185,0,13.8184,0,0,0,0,0,0,16.1475,0,0.0003368,0.0003368,0.0003368
86,123,0,13.7774,0,0,0,0,0,0,16.1475,0,0.000317,0.000317,0.000317
87,125.001,0,13.7534,0,0,0,0,0,0,16.1127,0,0.0002972,0.0002972,0.0002972
88,126.77,0,13.6645,0,0,0,0,0,0,16.1127,0,0.0002774,0.0002774,0.0002774
89,128.519,0,13.667,0,0,0,0,0,0,16.1127,0,0.0002576,0.0002576,0.0002576
90,130.349,0,13.6246,0,0,0,0,0,0,16.0316,0,0.0002378,0.0002378,0.0002378
91,136.997,0,13.6294,0,0,0,0,0,0,16.0316,0,0.000218,0.000218,0.000218
92,138.794,0,13.5647,0,0,0,0,0,0,15.9954,0,0.0001982,0.0001982,0.0001982
93,140.538,0,13.5731,0,0,0,0,0,0,15.9954,0,0.0001784,0.0001784,0.0001784
94,151.071,0,13.5572,0,0,0,0,0,0,15.955,0,0.0001586,0.0001586,0.0001586
95,152.333,0,13.5605,0,0,0,0,0,0,15.955,0,0.0001388,0.0001388,0.0001388
96,153.503,0,13.5032,0,0,0,0,0,0,15.9128,0,0.000119,0.000119,0.000119
97,154.686,0,13.5121,0,0,0,0,0,0,15.9128,0,9.92e-05,9.92e-05,9.92e-05
98,155.909,0,13.4882,0,0,0,0,0,0,15.9262,0,7.94e-05,7.94e-05,7.94e-05
99,157.104,0,13.457,0,0,0,0,0,0,15.9262,0,5.96e-05,5.96e-05,5.96e-05
100,158.255,0,13.4422,0,0,0,0,0,0,15.9262,0,3.98e-05,3.98e-05,3.98e-05
